Designator,Mid X,Mid Y,Rotation,Layer
C1,94.9,-84.975,90.0,top
C2,124.0,-85.0,90.0,top
C3,153.2,-84.875,90.0,top
J1,133.127034,-89.8,0.0,top
U1,105.2385,-81.588,90.0,top
U2,134.4185,-81.588,90.0,top
U3,163.5985,-81.588,90.0,top
